number_of_adults,number_of_children,number_of_weekend_nights,number_of_week_nights,type_of_meal,car_parking_space,room_type,lead_time,market_segment_type,repeated,p-c,p-not-c,average_price,special_requests,date_of_reservation,booking_status,number_of_children_log,number_of_week_nights_log,car_parking_space_log,lead_time_log,repeated_log,p-c_log,p-not-c_log,special_requests_log,reservation_year,reservation_month,reservation_day,reservation_weekday,booking_status_flag
2,0,0,2,Meal Plan 2,0,Room_Type 1,0,Offline,0,0,0,109.0,0,2017-08-14,Not_Canceled,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,0.0,0.0,2017.0,8.0,14.0,Monday,0
2,0,0,1,Not Selected,1,Room_Type 1,1,Online,0,0,0,88.0,1,2018-02-25,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,0.6931471805599453,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,25.0,Sunday,0
1,0,2,2,Meal Plan 1,0,Room_Type 4,102,Online,0,0,0,122.85,2,2018-10-30,Not_Canceled,0.0,1.0986122886681096,0.0,4.634728988229636,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,30.0,Tuesday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,26,Online,0,0,0,151.0,1,2018-07-15,Not_Canceled,0.0,1.0986122886681096,0.0,3.295836866004329,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,15.0,Sunday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,116,Online,0,0,0,105.3,1,2018-05-18,Not_Canceled,0.0,0.6931471805599453,0.0,4.762173934797756,0.0,0.0,0.0,0.6931471805599453,2018.0,5.0,18.0,Friday,0
2,0,2,3,Meal Plan 1,0,Room_Type 1,163,Offline,0,0,0,80.75,0,2018-10-02,Not_Canceled,0.0,1.3862943611198906,0.0,5.099866427824199,0.0,0.0,0.0,0.0,2018.0,10.0,2.0,Tuesday,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,145,Offline,0,0,0,94.5,0,2017-08-29,Not_Canceled,0.0,0.6931471805599453,0.0,4.983606621708336,0.0,0.0,0.0,0.0,2017.0,8.0,29.0,Tuesday,0
2,1,1,1,Meal Plan 1,0,Room_Type 1,10,Online,0,0,0,127.0,1,2018-03-19,Not_Canceled,0.6931471805599453,0.6931471805599453,0.0,2.3978952727983707,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,19.0,Monday,0
2,0,2,5,Meal Plan 1,0,Room_Type 2,13,Online,0,0,0,85.29,1,2017-08-27,Canceled,0.0,1.791759469228055,0.0,2.639057329615259,0.0,0.0,0.0,0.6931471805599453,2017.0,8.0,27.0,Sunday,1
2,0,2,1,Meal Plan 1,0,Room_Type 4,287,Online,0,0,0,105.3,1,2018-10-29,Canceled,0.0,0.6931471805599453,0.0,5.662960480135946,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,29.0,Monday,1
2,0,0,5,Meal Plan 1,0,Room_Type 1,75,Offline,1,0,2,75.0,0,2018-11-29,Not_Canceled,0.0,1.791759469228055,0.0,4.330733340286331,0.6931471805599453,0.0,1.0986122886681096,0.0,2018.0,11.0,29.0,Thursday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,0,90.0,0,2017-09-09,Not_Canceled,0.0,1.0986122886681096,0.0,4.465908118654584,0.0,0.0,0.0,0.0,2017.0,9.0,9.0,Saturday,0
2,0,1,1,Not Selected,0,Room_Type 1,33,Online,0,0,0,104.49,0,2018-05-09,Canceled,0.0,0.6931471805599453,0.0,3.5263605246161616,0.0,0.0,0.0,0.0,2018.0,5.0,9.0,Wednesday,1
3,0,2,2,Meal Plan 1,0,Room_Type 4,55,Online,0,0,0,114.0,2,2018-06-19,Not_Canceled,0.0,1.0986122886681096,0.0,4.02535169073515,0.0,0.0,0.0,1.0986122886681096,2018.0,6.0,19.0,Tuesday,0
2,0,0,3,Meal Plan 1,0,Room_Type 1,133,Online,0,0,0,99.9,0,2018-05-17,Not_Canceled,0.0,1.3862943611198906,0.0,4.897839799950911,0.0,0.0,0.0,0.0,2018.0,5.0,17.0,Thursday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,2018-06-24,Not_Canceled,0.0,1.0986122886681096,0.0,5.262690188904886,0.0,0.0,0.0,0.0,2018.0,6.0,24.0,Sunday,0
2,0,1,0,Meal Plan 1,0,Room_Type 1,6,Online,0,0,0,121.0,1,2018-06-05,Not_Canceled,0.0,0.0,0.0,1.9459101490553132,0.0,0.0,0.0,0.6931471805599453,2018.0,6.0,5.0,Tuesday,0
3,0,1,1,Meal Plan 1,0,Room_Type 4,96,Online,0,0,0,159.3,2,2018-06-13,Not_Canceled,0.0,0.6931471805599453,0.0,4.574710978503383,0.0,0.0,0.0,1.0986122886681096,2018.0,6.0,13.0,Wednesday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,Offline,0,0,0,73.0,0,2017-11-20,Not_Canceled,0.0,1.0986122886681096,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,2017.0,11.0,20.0,Monday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,273,Online,0,0,0,95.0,0,2018-05-13,Canceled,0.0,1.0986122886681096,0.0,5.6131281063880705,0.0,0.0,0.0,0.0,2018.0,5.0,13.0,Sunday,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,3,Corporate,1,3,34,65.0,0,2018-05-30,Not_Canceled,0.0,1.0986122886681096,0.0,1.3862943611198906,0.6931471805599453,1.3862943611198906,3.5553480614894135,0.0,2018.0,5.0,30.0,Wednesday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,14,Offline,0,0,0,64.0,0,2017-12-05,Not_Canceled,0.0,0.6931471805599453,0.0,2.70805020110221,0.0,0.0,0.0,0.0,2017.0,12.0,5.0,Tuesday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,192,Offline,0,0,0,95.0,0,2018-06-24,Not_Canceled,0.0,1.0986122886681096,0.0,5.262690188904886,0.0,0.0,0.0,0.0,2018.0,6.0,24.0,Sunday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,289,Offline,0,0,0,67.0,0,2017-10-17,Not_Canceled,0.0,0.6931471805599453,0.0,5.66988092298052,0.0,0.0,0.0,0.0,2017.0,10.0,17.0,Tuesday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,Complementary,0,0,0,55.0,0,2018-03-15,Not_Canceled,0.0,1.0986122886681096,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2018.0,3.0,15.0,Thursday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,59,Online,0,0,0,88.4,1,2018-11-28,Not_Canceled,0.0,1.3862943611198906,0.0,4.0943445622221,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,28.0,Wednesday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,2017-08-14,Not_Canceled,0.0,1.0986122886681096,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,2017.0,8.0,14.0,Monday,0
2,0,0,4,Meal Plan 2,0,Room_Type 4,63,Online,0,0,0,144.5,2,2018-04-13,Canceled,0.0,1.6094379124341003,0.0,4.1588830833596715,0.0,0.0,0.0,1.0986122886681096,2018.0,4.0,13.0,Friday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,103,Online,0,0,0,95.0,0,2018-05-04,Canceled,0.0,1.3862943611198906,0.0,4.6443908991413725,0.0,0.0,0.0,0.0,2018.0,5.0,4.0,Friday,1
2,0,1,4,Not Selected,0,Room_Type 1,62,Online,0,0,0,72.75,0,2018-03-07,Canceled,0.0,1.6094379124341003,0.0,4.143134726391533,0.0,0.0,0.0,0.0,2018.0,3.0,7.0,Wednesday,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,64,Corporate,0,0,0,130.0,0,2018-05-17,Not_Canceled,0.0,1.0986122886681096,0.0,4.174387269895637,0.0,0.0,0.0,0.0,2018.0,5.0,17.0,Thursday,0
2,0,1,0,Not Selected,0,Room_Type 1,0,Online,0,0,0,88.0,1,2018-12-05,Not_Canceled,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,5.0,Wednesday,0
2,2,2,0,Meal Plan 1,1,Room_Type 6,207,Online,0,0,0,177.3,2,2018-08-07,Canceled,1.0986122886681096,0.0,0.6931471805599453,5.337538079701318,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,7.0,Tuesday,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,235,Online,0,0,0,119.85,0,2018-09-28,Canceled,0.0,1.6094379124341003,0.0,5.4638318050256105,0.0,0.0,0.0,0.0,2018.0,9.0,28.0,Friday,1
2,0,2,2,Not Selected,0,Room_Type 1,200,Online,0,0,0,62.18,1,2018-08-06,Not_Canceled,0.0,1.0986122886681096,0.0,5.303304908059076,0.0,0.0,0.0,0.6931471805599453,2018.0,8.0,6.0,Monday,0
2,0,1,2,Meal Plan 1,0,Room_Type 1,5,Offline,0,0,0,90.0,0,2017-10-19,Not_Canceled,0.0,1.0986122886681096,0.0,1.791759469228055,0.0,0.0,0.0,0.0,2017.0,10.0,19.0,Thursday,0
2,0,2,9,Meal Plan 1,0,Room_Type 1,72,Offline,0,0,0,58.91,1,2017-12-23,Not_Canceled,0.0,2.302585092994046,0.0,4.290459441148391,0.0,0.0,0.0,0.6931471805599453,2017.0,12.0,23.0,Saturday,0
3,0,2,3,Meal Plan 1,0,Room_Type 4,119,Online,0,0,0,151.2,2,2018-10-16,Not_Canceled,0.0,1.3862943611198906,0.0,4.787491742782046,0.0,0.0,0.0,1.0986122886681096,2018.0,10.0,16.0,Tuesday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,76.5,0,2018-03-04,Canceled,0.0,1.0986122886681096,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,2018.0,3.0,4.0,Sunday,1
1,0,0,1,Meal Plan 1,1,Room_Type 1,7,Corporate,1,0,2,67.0,1,2018-11-17,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,2.0794415416798357,0.6931471805599453,0.0,1.0986122886681096,0.6931471805599453,2018.0,11.0,17.0,Saturday,0
2,0,2,7,Meal Plan 1,0,Room_Type 4,24,Offline,0,0,0,107.0,0,2018-04-28,Not_Canceled,0.0,2.0794415416798357,0.0,3.2188758248682006,0.0,0.0,0.0,0.0,2018.0,4.0,28.0,Saturday,0
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,Offline,0,0,0,109.0,0,2017-08-14,Not_Canceled,0.0,1.0986122886681096,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,2017.0,8.0,14.0,Monday,0
1,0,0,2,Meal Plan 1,0,Room_Type 1,172,Online,0,0,0,95.0,0,2018-06-24,Canceled,0.0,1.0986122886681096,0.0,5.153291594497779,0.0,0.0,0.0,0.0,2018.0,6.0,24.0,Sunday,1
2,0,1,4,Meal Plan 1,0,Room_Type 4,138,Online,0,0,0,122.4,2,2018-08-17,Not_Canceled,0.0,1.6094379124341003,0.0,4.9344739331306915,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,17.0,Friday,0
1,0,2,0,Not Selected,0,Room_Type 1,44,Online,0,0,0,102.6,1,2018-10-02,Not_Canceled,0.0,0.0,0.0,3.8066624897703196,0.0,0.0,0.0,0.6931471805599453,2018.0,10.0,2.0,Tuesday,0
2,0,2,0,Meal Plan 1,0,Room_Type 4,143,Online,0,0,0,88.69,1,2018-12-04,Not_Canceled,0.0,0.0,0.0,4.969813299576001,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,4.0,Tuesday,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,Corporate,0,0,0,80.0,0,2018-01-26,Not_Canceled,0.0,0.6931471805599453,0.0,2.772588722239781,0.0,0.0,0.0,0.0,2018.0,1.0,26.0,Friday,0
2,0,0,5,Meal Plan 2,0,Room_Type 1,230,Online,0,0,0,137.0,0,2018-09-06,Canceled,0.0,1.791759469228055,0.0,5.442417710521793,0.0,0.0,0.0,0.0,2018.0,9.0,6.0,Thursday,1
2,0,0,1,Not Selected,0,Room_Type 1,18,Online,0,0,0,75.0,2,2017-12-18,Not_Canceled,0.0,0.6931471805599453,0.0,2.9444389791664403,0.0,0.0,0.0,1.0986122886681096,2017.0,12.0,18.0,Monday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,211,Online,0,0,0,100.0,0,2018-05-20,Canceled,0.0,1.0986122886681096,0.0,5.356586274672012,0.0,0.0,0.0,0.0,2018.0,5.0,20.0,Sunday,1
2,0,2,3,Meal Plan 2,0,Room_Type 1,96,Offline,0,0,0,166.0,0,2018-12-31,Not_Canceled,0.0,1.3862943611198906,0.0,4.574710978503383,0.0,0.0,0.0,0.0,2018.0,12.0,31.0,Monday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,71,Online,0,0,0,82.45,1,2018-03-28,Not_Canceled,0.0,1.3862943611198906,0.0,4.276666119016055,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,28.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,58,Online,0,0,0,80.3,0,2018-03-04,Not_Canceled,0.0,1.0986122886681096,0.0,4.07753744390572,0.0,0.0,0.0,0.0,2018.0,3.0,4.0,Sunday,0
3,0,0,2,Meal Plan 1,0,Room_Type 4,4,Online,0,0,0,175.0,2,2018-08-30,Not_Canceled,0.0,1.0986122886681096,0.0,1.6094379124341003,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,30.0,Thursday,0
2,0,0,4,Meal Plan 2,0,Room_Type 1,19,Online,0,0,0,134.3,1,2018-11-02,Not_Canceled,0.0,1.6094379124341003,0.0,2.995732273553991,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,2.0,Friday,0
2,0,2,3,Meal Plan 1,0,Room_Type 4,24,Online,0,0,0,174.9,3,2018-11-05,Not_Canceled,0.0,1.3862943611198906,0.0,3.2188758248682006,0.0,0.0,0.0,1.3862943611198906,2018.0,11.0,5.0,Monday,0
3,0,2,2,Meal Plan 1,0,Room_Type 4,98,Online,0,0,0,140.0,1,2018-12-17,Not_Canceled,0.0,1.0986122886681096,0.0,4.59511985013459,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,17.0,Monday,0
2,0,0,4,Meal Plan 1,0,Room_Type 1,49,Offline,0,0,0,71.0,0,2017-12-30,Not_Canceled,0.0,1.6094379124341003,0.0,3.912023005428146,0.0,0.0,0.0,0.0,2017.0,12.0,30.0,Saturday,0
2,0,1,1,Meal Plan 1,0,Room_Type 1,1,Online,0,0,0,105.0,0,2017-08-10,Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2017.0,8.0,10.0,Thursday,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,112.5,1,2018-04-08,Not_Canceled,0.0,1.0986122886681096,0.0,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,8.0,Sunday,0
2,0,1,3,Meal Plan 1,0,Room_Type 4,26,Online,0,0,0,99.0,1,2018-02-01,Not_Canceled,0.0,1.3862943611198906,0.0,3.295836866004329,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,1.0,Thursday,0
1,0,1,2,Meal Plan 1,0,Room_Type 1,5,Online,0,0,0,68.22,1,2018-02-01,Not_Canceled,0.0,1.0986122886681096,0.0,1.791759469228055,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,1.0,Thursday,0
1,1,2,1,Meal Plan 2,0,Room_Type 1,23,Offline,0,0,0,102.0,0,2018-01-02,Not_Canceled,0.6931471805599453,0.6931471805599453,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,2018.0,1.0,2.0,Tuesday,0
1,0,0,3,Meal Plan 1,0,Room_Type 1,113,Corporate,0,0,0,100.0,0,2018-05-31,Canceled,0.0,1.3862943611198906,0.0,4.736198448394496,0.0,0.0,0.0,0.0,2018.0,5.0,31.0,Thursday,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,74,Offline,0,0,0,101.5,0,2017-09-18,Not_Canceled,0.0,1.0986122886681096,0.0,4.31748811353631,0.0,0.0,0.0,0.0,2017.0,9.0,18.0,Monday,0
2,0,0,4,Not Selected,0,Room_Type 1,85,Online,0,0,0,94.5,0,2018-07-13,Canceled,0.0,1.6094379124341003,0.0,4.454347296253507,0.0,0.0,0.0,0.0,2018.0,7.0,13.0,Friday,1
3,0,2,1,Meal Plan 1,0,Room_Type 1,61,Offline,0,0,0,105.0,0,2018-11-26,Not_Canceled,0.0,0.6931471805599453,0.0,4.127134385045092,0.0,0.0,0.0,0.0,2018.0,11.0,26.0,Monday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,19,Online,0,0,0,91.0,1,2018-02-12,Canceled,0.0,1.0986122886681096,0.0,2.995732273553991,0.0,0.0,0.0,0.6931471805599453,2018.0,2.0,12.0,Monday,1
2,0,1,1,Not Selected,0,Room_Type 1,17,Online,0,0,0,114.0,2,2018-11-12,Not_Canceled,0.0,0.6931471805599453,0.0,2.8903717578961645,0.0,0.0,0.0,1.0986122886681096,2018.0,11.0,12.0,Monday,0
2,0,2,1,Meal Plan 1,0,Room_Type 1,48,Offline,0,0,0,40.67,1,2018-03-06,Not_Canceled,0.0,0.6931471805599453,0.0,3.8918202981106265,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,6.0,Tuesday,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,12,Corporate,1,0,1,65.0,0,2017-11-25,Not_Canceled,0.0,0.6931471805599453,0.0,2.5649493574615367,0.6931471805599453,0.0,0.6931471805599453,0.0,2017.0,11.0,25.0,Saturday,0
3,0,2,5,Meal Plan 1,0,Room_Type 4,42,Online,0,0,0,124.79,1,2018-03-17,Canceled,0.0,1.791759469228055,0.0,3.7612001156935624,0.0,0.0,0.0,0.6931471805599453,2018.0,3.0,17.0,Saturday,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,35,Online,0,0,0,103.05,3,2017-10-08,Not_Canceled,0.0,1.0986122886681096,0.0,3.58351893845611,0.0,0.0,0.0,1.3862943611198906,2017.0,10.0,8.0,Sunday,0
2,1,1,3,Meal Plan 1,0,Room_Type 1,47,Online,0,0,0,101.15,2,2018-03-28,Not_Canceled,0.6931471805599453,1.3862943611198906,0.0,3.8712010109078907,0.0,0.0,0.0,1.0986122886681096,2018.0,3.0,28.0,Wednesday,0
2,0,0,2,Meal Plan 1,0,Room_Type 1,86,Corporate,0,0,0,100.0,0,2017-09-09,Not_Canceled,0.0,1.0986122886681096,0.0,4.465908118654584,0.0,0.0,0.0,0.0,2017.0,9.0,9.0,Saturday,0
2,0,1,0,Meal Plan 1,0,Room_Type 5,83,Offline,0,0,0,101.15,1,2018-09-04,Not_Canceled,0.0,0.0,0.0,4.430816798843313,0.0,0.0,0.0,0.6931471805599453,2018.0,9.0,4.0,Tuesday,0
2,0,1,0,Not Selected,0,Room_Type 1,46,Online,0,0,0,116.1,0,2018-05-22,Not_Canceled,0.0,0.0,0.0,3.8501476017100584,0.0,0.0,0.0,0.0,2018.0,5.0,22.0,Tuesday,0
1,0,0,4,Meal Plan 1,0,Room_Type 1,25,Online,0,0,0,79.9,1,2018-12-13,Not_Canceled,0.0,1.6094379124341003,0.0,3.258096538021482,0.0,0.0,0.0,0.6931471805599453,2018.0,12.0,13.0,Thursday,0
3,0,0,1,Meal Plan 1,1,Room_Type 4,126,Online,0,0,0,146.7,2,2018-07-23,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,4.844187086458591,0.0,0.0,0.0,1.0986122886681096,2018.0,7.0,23.0,Monday,0
2,0,0,3,Not Selected,0,Room_Type 1,66,Online,0,0,0,106.5,1,2018-11-10,Not_Canceled,0.0,1.3862943611198906,0.0,4.204692619390966,0.0,0.0,0.0,0.6931471805599453,2018.0,11.0,10.0,Saturday,0
2,0,1,2,Meal Plan 2,0,Room_Type 1,105,Online,0,0,0,110.0,0,2017-10-12,Canceled,0.0,1.0986122886681096,0.0,4.663439094112067,0.0,0.0,0.0,0.0,2017.0,10.0,12.0,Thursday,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,92,Offline,0,0,0,63.75,1,2017-08-06,Not_Canceled,0.0,1.3862943611198906,0.0,4.532599493153256,0.0,0.0,0.0,0.6931471805599453,2017.0,8.0,6.0,Sunday,0
2,0,1,3,Meal Plan 1,0,Room_Type 1,127,Offline,0,0,0,90.0,0,2018-04-28,Not_Canceled,0.0,1.3862943611198906,0.0,4.852030263919617,0.0,0.0,0.0,0.0,2018.0,4.0,28.0,Saturday,0
2,2,2,5,Meal Plan 1,0,Room_Type 6,179,Online,0,0,0,182.26,0,2018-06-08,Canceled,1.0986122886681096,1.791759469228055,0.0,5.19295685089021,0.0,0.0,0.0,0.0,2018.0,6.0,8.0,Friday,1
2,0,2,1,Meal Plan 2,0,Room_Type 1,23,Offline,0,0,0,109.0,0,2018-01-02,Not_Canceled,0.0,0.6931471805599453,0.0,3.1780538303479458,0.0,0.0,0.0,0.0,2018.0,1.0,2.0,Tuesday,0
2,0,4,6,Meal Plan 1,0,Room_Type 1,207,Offline,0,0,0,72.25,0,2018-08-20,Not_Canceled,0.0,1.9459101490553132,0.0,5.337538079701318,0.0,0.0,0.0,0.0,2018.0,8.0,20.0,Monday,0
2,0,1,1,Not Selected,0,Room_Type 1,27,Online,0,0,0,139.0,1,2018-07-11,Not_Canceled,0.0,0.6931471805599453,0.0,3.332204510175204,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,11.0,Wednesday,0
1,0,0,1,Meal Plan 1,1,Room_Type 1,12,Corporate,1,3,18,67.0,0,2018-10-12,Not_Canceled,0.0,0.6931471805599453,0.6931471805599453,2.5649493574615367,0.6931471805599453,1.3862943611198906,2.9444389791664403,0.0,2018.0,10.0,12.0,Friday,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,2,Online,0,0,0,131.0,0,2018-04-23,Not_Canceled,0.0,0.6931471805599453,0.0,1.0986122886681096,0.0,0.0,0.0,0.0,2018.0,4.0,23.0,Monday,0
2,0,0,2,Not Selected,0,Room_Type 1,21,Online,0,0,0,110.0,2,2018-08-31,Not_Canceled,0.0,1.0986122886681096,0.0,3.091042453358316,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,31.0,Friday,0
2,0,2,5,Meal Plan 2,0,Room_Type 1,126,Online,0,0,0,134.18,1,2018-07-18,Not_Canceled,0.0,1.791759469228055,0.0,4.844187086458591,0.0,0.0,0.0,0.6931471805599453,2018.0,7.0,18.0,Wednesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 4,85,Online,0,0,0,140.4,0,2018-06-02,Canceled,0.0,0.6931471805599453,0.0,4.454347296253507,0.0,0.0,0.0,0.0,2018.0,6.0,2.0,Saturday,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,1,Corporate,0,0,0,85.0,0,2017-09-29,Not_Canceled,0.0,0.6931471805599453,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,2017.0,9.0,29.0,Friday,0
2,0,2,4,Meal Plan 1,0,Room_Type 1,120,Online,0,0,0,68.0,0,2018-11-16,Canceled,0.0,1.6094379124341003,0.0,4.795790545596741,0.0,0.0,0.0,0.0,2018.0,11.0,16.0,Friday,1
2,0,1,0,Meal Plan 1,0,Room_Type 1,61,Online,0,0,0,99.9,0,2018-06-26,Canceled,0.0,0.0,0.0,4.127134385045092,0.0,0.0,0.0,0.0,2018.0,6.0,26.0,Tuesday,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,257,Online,0,0,0,101.5,0,2017-07-01,Canceled,0.0,1.0986122886681096,0.0,5.552959584921617,0.0,0.0,0.0,0.0,2017.0,7.0,1.0,Saturday,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,7,Online,0,0,0,151.0,0,2018-07-11,Not_Canceled,0.0,1.0986122886681096,0.0,2.0794415416798357,0.0,0.0,0.0,0.0,2018.0,7.0,11.0,Wednesday,0
2,0,0,1,Meal Plan 1,0,Room_Type 1,39,Online,0,0,0,126.9,0,2018-05-07,Canceled,0.0,0.6931471805599453,0.0,3.6888794541139363,0.0,0.0,0.0,0.0,2018.0,5.0,7.0,Monday,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,126,Online,0,0,0,129.6,2,2018-09-23,Not_Canceled,0.0,1.3862943611198906,0.0,4.844187086458591,0.0,0.0,0.0,1.0986122886681096,2018.0,9.0,23.0,Sunday,0
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,Online,0,0,0,94.5,0,2017-07-25,Canceled,0.0,0.6931471805599453,0.0,4.709530201312334,0.0,0.0,0.0,0.0,2017.0,7.0,25.0,Tuesday,1
2,0,2,1,Meal Plan 1,0,Room_Type 4,71,Online,0,0,0,112.8,0,2018-04-24,Not_Canceled,0.0,0.6931471805599453,0.0,4.276666119016055,0.0,0.0,0.0,0.0,2018.0,4.0,24.0,Tuesday,0
2,0,2,0,Not Selected,0,Room_Type 1,128,Online,0,0,0,85.5,0,2018-08-28,Not_Canceled,0.0,0.0,0.0,4.859812404361672,0.0,0.0,0.0,0.0,2018.0,8.0,28.0,Tuesday,0
2,0,0,1,Not Selected,0,Room_Type 1,0,Online,0,0,0,81.0,0,2018-01-21,Not_Canceled,0.0,0.6931471805599453,0.0,0.0,0.0,0.0,0.0,0.0,2018.0,1.0,21.0,Sunday,0
2,0,0,4,Meal Plan 1,0,Room_Type 4,90,Online,0,0,0,149.4,0,2018-09-07,Canceled,0.0,1.6094379124341003,0.0,4.51085950651685,0.0,0.0,0.0,0.0,2018.0,9.0,7.0,Friday,1
2,1,1,2,Meal Plan 1,0,Room_Type 1,101,Offline,0,0,0,84.58,0,2018-07-11,Not_Canceled,0.6931471805599453,1.0986122886681096,0.0,4.624972813284271,0.0,0.0,0.0,0.0,2018.0,7.0,11.0,Wednesday,0
2,0,2,5,Not Selected,0,Room_Type 1,152,Online,0,0,0,91.93,0,2018-08-20,Canceled,0.0,1.791759469228055,0.0,5.030437921392435,0.0,0.0,0.0,0.0,2018.0,8.0,20.0,Monday,1
2,0,1,0,Not Selected,0,Room_Type 1,35,Online,0,0,0,99.0,0,2018-09-26,Canceled,0.0,0.0,0.0,3.58351893845611,0.0,0.0,0.0,0.0,2018.0,9.0,26.0,Wednesday,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,5,Corporate,1,1,0,100.0,0,2017-09-20,Not_Canceled,0.0,0.0,0.0,1.791759469228055,0.6931471805599453,0.6931471805599453,0.0,0.0,2017.0,9.0,20.0,Wednesday,0
1,0,1,0,Meal Plan 1,0,Room_Type 4,106,Corporate,1,0,1,103.0,0,2018-11-06,Not_Canceled,0.0,0.0,0.0,4.672828834461906,0.6931471805599453,0.0,0.6931471805599453,0.0,2018.0,11.0,6.0,Tuesday,0
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,Online,0,0,0,95.0,1,2018-04-08,Not_Canceled,0.0,0.6931471805599453,0.0,1.6094379124341003,0.0,0.0,0.0,0.6931471805599453,2018.0,4.0,8.0,Sunday,0
2,0,2,7,Meal Plan 1,0,Room_Type 4,182,Online,0,0,0,112.2,2,2018-08-10,Canceled,0.0,2.0794415416798357,0.0,5.209486152841421,0.0,0.0,0.0,1.0986122886681096,2018.0,8.0,10.0,Friday,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,10,Offline,0,0,0,95.0,0,2018-05-29,Not_Canceled,0.0,1.3862943611198906,0.0,2.3978952727983707,0.0,0.0,0.0,0.0,2018.0,5.0,29.0,Tuesday,0
2,0,2,1,Meal Plan 1,0,Room_Type 4,32,Online,0,0,0,161.33,0,2018-10-15,Canceled,0.0,0.6931471805599453,0.0,3.4965075614664802,0.0,0.0,0.0,0.0,2018.0,10.0,15.0,Monday,1
